caseid_new,w1_weight_combo,w2_attrition_adj_weights,w3_attrition_adj_weight,w2_surveyed,w3_surveyed,w1_ppage,w1_ppeduc,w1_ppincimp,w1_ppgender,w1_ppethm,w1_ppreg9,w1_ppwork,w1_partnership_status,w1_q19,w1_married,w1_same_sex_couple,w1_relate_duration_in2017_years,w1_q34,w1_q24_met_online,w1_q24_met_through_friend,w1_q24_met_through_family,w1_q24_met_as_through_cowork,w1_q24_school,w1_q24_college,w1_q24_church,w1_q24_bar_restaurant,w1_q24_party,w1_q32,w3_partner_type,w3_live_w_partner,w3_relationship_end_combo,w3_partner_source,w3_breakup_source,w3_relationship_duration_yrs
2150359.0,1.6353007555007935,,,no,no,46.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999",Female,"White, Non-Hispanic",Mountain,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,,Good,yes,no,no,no,no,no,no,no,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",not in wave 3,,,,,
2150365.0,1.0860921144485474,,0.4970415234565735,no,yes,64.0,Bachelors degree,"$100,000 to $124,999",Male,Hispanic,East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,45.08333206176758,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,49.75
2150647.0,1.7371819019317627,3.4221999645233154,3.6077187061309814,yes,yes,39.0,"Some college, no degree","$200,000 to $249,999",Female,Hispanic,Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,18.91666603088379,Excellent,no,no,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,23.66666603088379
2150703.0,1.024126648902893,0.9122764468193054,0.8128361105918884,yes,yes,34.0,Masters degree,"$175,000 to $199,999",Male,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,8.916666984558105,Good,no,yes,no,no,no,no,no,yes,yes,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,13.583333015441895
2151537.0,0.7493526935577393,0.44028788805007935,0.29023081064224243,yes,yes,62.0,Bachelors degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
2151593.0,0.12206203490495682,,,no,no,34.0,Associate degree,"$30,000 to $34,999",Female,"2+ Races, Non-Hispanic",West-North Central,Not working - looking for work,"partnered, not married",No,no,NOT same-sex souple,0.0,Good,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2152283.0,1.63665771484375,2.5429139137268066,3.0298991203308105,yes,yes,30.0,"Some college, no degree","$50,000 to $59,999",Female,Hispanic,South Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,9.166666984558105,Good,no,yes,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,13.833333015441895
2153293.0,3.0029513835906982,,,no,no,32.0,10th grade,"$100,000 to $124,999",Female,Hispanic,Mountain,Not working - other,married,Yes,yes,NOT same-sex souple,,Good,no,no,yes,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2153387.0,0.8071343898773193,0.5380011796951294,0.37240520119667053,yes,yes,57.0,Masters degree,"$125,000 to $149,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",unpartnered,,no report of breakup or partner death,,,
2153591.0,1.1965670585632324,1.132063388824463,0.9849512577056885,yes,yes,28.0,Bachelors degree,"$85,000 to $99,999",Male,"White, Non-Hispanic",West-South Central,Working - self-employed,"partnered, not married",Yes,no,NOT same-sex souple,9.833333015441895,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,14.5
2153601.0,1.2529919147491455,1.6871802806854248,1.4361873865127563,yes,yes,31.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$85,000 to $99,999",Male,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,,Excellent,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,
2154415.0,1.1660367250442505,0.39461156725883484,0.4755859673023224,yes,yes,34.0,Associate degree,"$100,000 to $124,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,10.0,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,14.666666984558105
2154761.0,1.290193796157837,1.1618919372558594,0.8345658779144287,yes,yes,64.0,12th grade NO DIPLOMA,"$40,000 to $49,999",Male,"White, Non-Hispanic",East-South Central,Not working - retired,married,Yes,yes,NOT same-sex souple,35.08333206176758,Excellent,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,39.75
2155971.0,0.21725741028785706,0.16808642446994781,0.44073793292045593,yes,yes,33.0,Bachelors degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",Pacific,Working - as a paid employee,"partnered, not married",Yes,no,same_sex_couple,6.25,Good,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,10.916666984558105
2156267.0,1.5082036256790161,1.7975523471832275,,yes,no,65.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999",Female,"Other, Non-Hispanic",Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,46.16666793823242,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2156555.0,1.1525806188583374,1.6117089986801147,,yes,no,32.0,Professional or Doctorate degree,"$200,000 to $249,999",Female,"White, Non-Hispanic",East-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,9.75,Good,no,yes,no,no,yes,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2157327.0,1.281826138496399,3.6494040489196777,6.827324867248535,yes,yes,18.0,11th grade,"$15,000 to $19,999",Female,"White, Non-Hispanic",West-South Central,Working - as a paid employee,never had a partner,,,,,,,,,,,,,,,,unpartnered,,no report of breakup or partner death,,,
2157335.0,1.1530330181121826,,,no,no,65.0,"Some college, no degree","$150,000 to $174,999",Female,"White, Non-Hispanic",East-South Central,Working - as a paid employee,"partnered, not married",No,no,NOT same-sex souple,0.5833333134651184,Excellent,no,no,no,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2157559.0,1.1010180711746216,,,no,no,40.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$12,500 to $14,999",Male,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,12.25,Excellent,no,no,no,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2158489.0,1.5597662925720215,1.8545233011245728,,yes,no,41.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$30,000 to $34,999",Female,"White, Non-Hispanic",East-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,18.33333396911621,Excellent,no,no,no,yes,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2158831.0,0.8339332938194275,0.5365563631057739,0.5260061621665955,yes,yes,68.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$20,000 to $24,999",Male,"White, Non-Hispanic",Pacific,Not working - retired,"partnered, not married",Yes,no,NOT same-sex souple,12.333333015441895,Fair,yes,no,no,no,no,no,no,no,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,17.0
2159851.0,0.9647619128227234,0.7208279371261597,,yes,no,69.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$20,000 to $24,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,52.08333206176758,Fair,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2160119.0,0.9990237951278687,0.5360783338546753,,yes,no,43.0,Bachelors degree,"$75,000 to $84,999",Male,"White, Non-Hispanic",Mountain,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,16.75,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2160165.0,1.219408392906189,1.3884345293045044,,yes,no,30.0,Bachelors degree,"$75,000 to $84,999",Female,"White, Non-Hispanic",West-South Central,Working - self-employed,married,Yes,yes,NOT same-sex souple,6.583333492279053,Excellent,yes,no,no,no,no,no,no,no,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",not in wave 3,,,,,
2160577.0,0.2864847779273987,0.19152763485908508,,yes,no,67.0,Masters degree,"$50,000 to $59,999",Male,"Black, Non-Hispanic",South Atlantic,Not working - retired,"unpartnered, has had past partner",,no,same_sex_couple,,,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2161149.0,0.13640952110290527,,,no,no,24.0,Bachelors degree,"$25,000 to $29,999",Female,"White, Non-Hispanic",Mountain,Not working - other,"unpartnered, has had past partner",,no,same_sex_couple,,,no,yes,no,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2161255.0,0.9649879932403564,0.6853273510932922,0.5050737857818604,yes,yes,61.0,Associate degree,"$125,000 to $149,999",Female,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,40.83333206176758,Excellent,no,yes,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,45.58333206176758
2162113.0,1.1993939876556396,,,no,no,54.0,10th grade,"$50,000 to $59,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,22.25,Excellent,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2162891.0,1.1487361192703247,0.5646348595619202,0.6816396713256836,yes,yes,62.0,Bachelors degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",Mountain,Not working - other,married,Yes,yes,NOT same-sex souple,27.33333396911621,Good,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,32.0
2163859.0,0.9765217900276184,0.5915619730949402,0.6626745462417603,yes,yes,37.0,Masters degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,25.91666603088379,Good,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,30.58333396911621
2163905.0,0.7308082580566406,0.4136258661746979,0.3354012966156006,yes,yes,74.0,Bachelors degree,"$60,000 to $74,999",Male,"White, Non-Hispanic",East-South Central,Not working - retired,married,Yes,yes,NOT same-sex souple,55.75,Excellent,no,no,no,no,no,yes,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,60.41666793823242
2164423.0,1.0822474956512451,0.9329071044921875,,yes,no,45.0,Associate degree,"$40,000 to $49,999",Female,"White, Non-Hispanic",West-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,12.333333015441895,Excellent,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",not in wave 3,,,,,
2164953.0,1.2408926486968994,,,no,no,39.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999",Female,"White, Non-Hispanic",South Atlantic,Not working - other,married,Yes,yes,NOT same-sex souple,10.833333015441895,Fair,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2165663.0,0.2444339543581009,,,no,no,25.0,Bachelors degree,"$12,500 to $14,999",Male,Hispanic,Pacific,Working - as a paid employee,married,No,yes,same_sex_couple,,,no,,,,,,,,,Refused,not in wave 3,,,,,
2166521.0,1.0528478622436523,1.4543896913528442,0.8451151251792908,yes,yes,26.0,Bachelors degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,4.666666507720947,Excellent,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,9.333333015441895
2166743.0,0.13362058997154236,0.21827644109725952,0.3642481863498688,yes,yes,28.0,Bachelors degree,"$7,500 to $9,999",Male,"White, Non-Hispanic",East-North Central,Working - self-employed,"unpartnered, has had past partner",,no,same_sex_couple,,,yes,no,no,no,no,no,no,yes,no,"Yes, an app on my phone (like Tinder or Grindr)",in unmarried partnership,yes,no report of breakup or partner death,2020 wave,,3.5833332538604736
2167453.0,1.5344372987747192,1.772292971611023,1.9666078090667725,yes,yes,40.0,12th grade NO DIPLOMA,"$60,000 to $74,999",Female,"White, Non-Hispanic",Mid-Atlantic,Not working - other,married,Yes,yes,NOT same-sex souple,17.33333396911621,Excellent,no,,,,,,,,,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,22.0
2168137.0,1.1292870044708252,0.7400540709495544,0.7197430729866028,yes,yes,69.0,"Some college, no degree","$100,000 to $124,999",Male,Hispanic,Pacific,Not working - retired,married,Yes,yes,NOT same-sex souple,37.16666793823242,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,41.83333206176758
2168177.0,1.187520980834961,1.5625200271606445,3.0067574977874756,yes,yes,24.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999",Male,"White, Non-Hispanic",West-South Central,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
2168577.0,0.1959066241979599,0.5656262636184692,1.000866413116455,yes,yes,22.0,Bachelors degree,"$85,000 to $99,999",Female,"White, Non-Hispanic",Mountain,Working - as a paid employee,"partnered, not married",No,no,same_sex_couple,1.1666666269302368,Good,yes,no,no,no,no,no,no,no,no,"Yes, an Internet chat room",in unmarried partnership,yes,no report of breakup or partner death,2020 wave,,2.3333332538604736
2169639.0,0.9895254969596863,0.9579581618309021,0.9961547255516052,yes,yes,68.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$125,000 to $149,999",Female,"White, Non-Hispanic",Mid-Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,50.25,Good,no,yes,no,no,yes,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,54.91666793823242
2170047.0,1.407114028930664,2.111111640930176,1.7648173570632935,yes,yes,50.0,10th grade,"$25,000 to $29,999",Female,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,3.3333332538604736,Good,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
2170071.0,0.8472762107849121,,,no,no,64.0,"Some college, no degree","$60,000 to $74,999",Female,"White, Non-Hispanic",Mountain,Working - self-employed,married,Yes,yes,NOT same-sex souple,43.83333206176758,Excellent,no,no,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2170187.0,0.39158114790916443,0.21022546291351318,0.2645290791988373,yes,yes,66.0,Associate degree,"$25,000 to $29,999",Male,"2+ Races, Non-Hispanic",East-North Central,Not working - retired,"partnered, not married",Yes,no,NOT same-sex souple,7.583333492279053,Excellent,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,12.25
2171049.0,1.1599305868148804,,,no,no,53.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$25,000 to $29,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,,Poor,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2171151.0,1.1010180711746216,,,no,no,37.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$12,500 to $14,999",Male,"White, Non-Hispanic",West-North Central,Not working - disabled,married,Yes,yes,NOT same-sex souple,,Fair,no,yes,no,no,yes,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2171661.0,1.071392297744751,1.1985505819320679,0.7490121722221375,yes,yes,47.0,Associate degree,"$125,000 to $149,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,31.75,Poor,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,36.41666793823242
2171799.0,1.101244330406189,,,no,no,42.0,Associate degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,26.0,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2171997.0,1.1876341104507446,1.1102765798568726,0.8076186776161194,yes,yes,51.0,12th grade NO DIPLOMA,"$175,000 to $199,999",Male,"White, Non-Hispanic",New England,Working - self-employed,"partnered, not married",Yes,no,NOT same-sex souple,6.416666507720947,Excellent,no,,,,,,,,,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,11.083333015441895
2174237.0,1.071392297744751,0.7755548357963562,0.6316553950309753,yes,yes,56.0,Associate degree,"$100,000 to $124,999",Female,"White, Non-Hispanic",West-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,23.75,Good,no,yes,yes,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,28.41666603088379
2174465.0,0.18310855329036713,0.31042513251304626,,yes,no,31.0,Bachelors degree,"$40,000 to $49,999",Female,Hispanic,Pacific,Working - as a paid employee,"partnered, not married",No,no,same_sex_couple,7.5,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2174495.0,0.27817997336387634,,,no,no,33.0,"Some college, no degree","$25,000 to $29,999",Female,"White, Non-Hispanic",South Atlantic,Working - self-employed,married,Yes,yes,NOT same-sex souple,,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2174899.0,1.1203540563583374,,1.1984697580337524,no,yes,33.0,Masters degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",New England,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,11.666666984558105,Good,no,yes,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,16.33333396911621
2174919.0,0.20213522017002106,,,no,no,31.0,"Some college, no degree","Less than $5,000",Female,Hispanic,Mid-Atlantic,Not working - disabled,"unpartnered, has had past partner",,no,NOT same-sex souple,,,yes,no,yes,no,no,no,no,no,no,"Yes, a social networking site (like Facebook or Myspace)",not in wave 3,,,,,
2175191.0,1.1270254850387573,,,no,no,26.0,Masters degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,7.25,Excellent,no,yes,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2175337.0,1.024126648902893,,,no,no,31.0,Professional or Doctorate degree,"$250,000 or more",Male,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,7.75,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2175579.0,1.2334297895431519,,,no,no,31.0,"Some college, no degree","$60,000 to $74,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,8.833333015441895,Excellent,no,no,no,no,yes,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2175609.0,1.7626240253448486,,,no,no,27.0,"Some college, no degree","$100,000 to $124,999",Male,Hispanic,Mid-Atlantic,Working - as a paid employee,"partnered, not married",No,no,NOT same-sex souple,3.25,Fair,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2177139.0,1.2284544706344604,1.491200566291809,1.4997596740722656,yes,yes,32.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$10,000 to $12,499",Female,"White, Non-Hispanic",East-North Central,Not working - other,married,Yes,yes,NOT same-sex souple,14.166666984558105,Excellent,no,no,no,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,18.83333396911621
2177193.0,0.1468215137720108,0.2321513444185257,0.3234093189239502,yes,yes,26.0,Bachelors degree,"$35,000 to $39,999",Female,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,6.083333492279053,Excellent,no,yes,no,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,10.75
2177551.0,0.15738844871520996,0.29676979780197144,0.39402368664741516,yes,yes,32.0,Professional or Doctorate degree,"$125,000 to $149,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,"partnered, not married",Yes,no,same_sex_couple,8.833333015441895,Excellent,no,no,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,13.5
2178301.0,0.19981113076210022,,0.5325348973274231,no,yes,34.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$20,000 to $24,999",Female,"2+ Races, Non-Hispanic",East-North Central,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,7.166666507720947,Fair,yes,no,no,no,no,no,no,no,no,"Yes, a different kind of Internet service",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,11.916666984558105
2178573.0,1.1662627458572388,1.3908907175064087,,yes,no,32.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,8.75,Good,no,yes,yes,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2178659.0,0.10368610918521881,0.0367506705224514,0.04793265461921692,yes,yes,64.0,Bachelors degree,"$15,000 to $19,999",Male,Hispanic,Pacific,Not working - retired,"unpartnered, has had past partner",,no,same_sex_couple,,,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
2178997.0,1.1660367250442505,1.5504930019378662,1.9784481525421143,yes,yes,28.0,"Some college, no degree","$30,000 to $34,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,7.5,Good,yes,no,no,no,no,no,no,no,no,"Yes, a different kind of Internet service",unpartnered,,no report of breakup or partner death,,,
2179207.0,0.8395599722862244,0.5040013790130615,0.49201202392578125,yes,yes,30.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$15,000 to $19,999",Male,"Black, Non-Hispanic",South Atlantic,Working - self-employed,"unpartnered, has had past partner",,no,same_sex_couple,,,yes,no,no,no,no,no,no,no,no,"Yes, an app on my phone (like Tinder or Grindr)",unpartnered,,no report of breakup or partner death,,,
2179295.0,1.3099819421768188,1.2965893745422363,1.623939871788025,yes,yes,29.0,Associate degree,"$40,000 to $49,999",Male,"White, Non-Hispanic",West-North Central,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,2.8333332538604736,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,7.5
2179309.0,1.3054590225219727,1.0851188898086548,1.0167726278305054,yes,yes,32.0,Masters degree,"$85,000 to $99,999",Female,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,No,yes,NOT same-sex souple,10.25,Poor,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
2179641.0,0.919192373752594,,,no,no,64.0,Masters degree,"$175,000 to $199,999",Female,"White, Non-Hispanic",New England,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,44.16666793823242,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2180629.0,1.6468344926834106,2.629058599472046,2.5368146896362305,yes,yes,28.0,"Some college, no degree","$40,000 to $49,999",Male,"Black, Non-Hispanic",South Atlantic,Working - as a paid employee,"partnered, not married",No,no,NOT same-sex souple,1.25,Fair,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,Separated/ Broke up,,2020 wave,
2181207.0,1.9772417545318604,,,no,no,28.0,12th grade NO DIPLOMA,"Less than $5,000",Male,"Black, Non-Hispanic",East-North Central,Working - as a paid employee,married,,,,,,,,,,,,,,,,not in wave 3,,,,,
2182777.0,1.077724575996399,,,no,no,26.0,Professional or Doctorate degree,"$175,000 to $199,999",Female,"White, Non-Hispanic",New England,Working - as a paid employee,"partnered, not married",No,no,NOT same-sex souple,1.5833333730697632,Excellent,yes,no,yes,no,no,no,no,no,no,"Yes, an app on my phone (like Tinder or Grindr)",not in wave 3,,,,,
2183173.0,1.0782898664474487,0.9920879602432251,,yes,no,47.0,12th grade NO DIPLOMA,"$50,000 to $59,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,17.66666603088379,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
2183327.0,1.2045954465866089,,,no,no,30.0,Bachelors degree,"$150,000 to $174,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,11.166666984558105,Excellent,no,no,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
